drawille,s,0,0
rank2classes,u,0,0
shakespeare,s,0,0
digits,s,0,0
warp,u,0,0
fedora-haskell-tools,s,0,0
atom-conduit,s,0,0
focus,s,0,0
http-client,s,0,0
optional-args,s,0,0
titlecase,s,0,0
streaming,s,0,0
semigroupoids,u,0,0
mtl-compat,s,0,0
cereal-text,s,0,0
modern-uri,u,0,0
regex-pcre,s,0,0
structs,u,0,0
pipes-aeson,u,0,0
dublincore-xml-conduit,s,0,0
lens-regex,u,0,0
shake,s,0,0
network-anonymous-tor,s,0,0
prompt,s,0,0
data-clist,s,0,0
data-ref,s,0,0
socket-activation,s,0,0
foreign-store,s,0,0
ALUT,s,0,0
NumInstances,s,0,0
MissingH,s,0,0
hp2pretty,s,0,0
buffer-builder,s,0,0
cookie,s,0,0
explicit-exception,s,0,0
mmark-ext,u,0,0
cereal-time,s,0,0
regex-pcre-text,s,0,0
async-timer,s,0,0
openpgp-asciiarmor,s,0,0
JuicyPixels-scale-dct,s,0,0
wai-conduit,s,0,0
io-streams-haproxy,s,0,0
ws,s,0,0
sox,s,0,0
yesod-form-bootstrap4,u,0,0
time-parsers,s,0,0
conduit-combinators,s,0,0
byteorder,s,0,0
LibZip,s,0,0
glazier-pipes,u,0,0
newtype,s,0,0
pagination,s,0,0
tf-random,s,0,0
envy,s,0,0
wai-middleware-metrics,s,0,0
insert-ordered-containers,u,0,0
exceptions,s,0,0
dom-parser,u,0,0
wai-websockets,s,0,0
Only,s,0,0
eq,u,0,0
xeno,s,0,0
haddock-library,s,0,0
sphinx,s,0,0
heterocephalus,u,0,0
cipher-aes128,s,0,0
stb-image-redux,s,0,0
binary-search,s,0,0
thread-hierarchy,s,0,0
bzlib-conduit,s,0,0
test-framework-hunit,s,0,0
free,u,0,0
NineP,s,0,0
xenstore,s,0,0
event,s,0,0
ghcjs-codemirror,s,0,0
hreader-lens,u,0,0
higher-leveldb,s,0,0
void,s,0,0
writer-cps-full,u,0,0
cereal,s,0,0
type-of-html,s,0,0
bits,u,0,0
zip-archive,s,0,0
data-reify,s,0,0
microlens-platform,s,0,0
xdg-basedir,s,0,0
rcu,u,0,0
equal-files,s,0,0
state-codes,s,0,0
irc-client,u,0,0
time-lens,s,0,0
gc,u,0,0
markov-chain,s,0,0
netlib-ffi,s,0,0
xml-html-qq,u,0,0
pid1,s,0,0
weeder,s,0,0
storable-endian,s,0,0
log-base,s,0,0
traverse-with-class,s,0,0
singleton-bool,s,0,0
hw-succinct,s,0,0
streaming-commons,s,0,0
io-memoize,s,0,0
hspec-contrib,s,0,0
quickcheck-assertions,s,0,0
executable-hash,s,0,0
lmdb,s,0,0
crypto-enigma,s,0,0
bimap,s,0,0
ANum,s,0,0
uniprot-kb,s,0,0
monoid-subclasses,s,0,0
partial-isomorphisms,s,0,0
regex-tdfa-text,s,0,0
quickcheck-special,s,0,0
BoundedChan,s,0,0
once,s,0,0
unexceptionalio,s,0,0
katip,u,0,0
hlint,s,0,0
markdown,s,0,0
th-utilities,u,0,0
html-email-validate,s,0,0
conduit-algorithms,s,0,0
rawfilepath,s,0,0
haskell-gi-base,s,0,0
fixed-length,s,0,0
data-has,s,0,0
roles,s,0,0
friendly-time,s,0,0
forma,s,0,0
check-email,s,0,0
microlens-th,s,0,0
servant-github-webhook,u,0,0
missing-foreign,s,0,0
blaze-svg,s,0,0
lucid,u,0,0
cryptohash-sha1,s,0,0
aeson-compat,s,0,0
generic-xmlpickler,s,0,0
email-validate,u,0,0
objective,u,0,0
writer-cps-morph,s,0,0
lens-simple,s,0,0
microspec,s,0,0
profiterole,s,0,0
heaps,u,0,0
blaze-bootstrap,s,0,0
haskell-lexer,s,0,0
compiler-warnings,s,0,0
Network-NineP,s,0,0
pointedlist,s,0,0
either,u,0,0
hledger-lib,u,0,0
pcre-light,s,0,0
hw-string-parse,s,0,0
cmark-gfm,s,0,0
JuicyPixels,s,0,0
yesod-table,f,0,0
ratio-int,s,0,0
socks,s,0,0
base-unicode-symbols,s,0,0
servant-docs,u,0,0
shelly,s,0,0
scrypt,s,0,0
pattern-arrows,s,0,0
hasbolt,s,0,0
ChannelT,u,0,0
metrics,u,0,0
data-diverse,s,0,0
text-binary,s,0,0
integer-logarithms,s,0,0
indentation-core,s,0,0
base64-string,s,0,0
clientsession,s,0,0
lens-action,u,0,0
mwc-random,s,0,0
hidden-char,s,0,0
yi-language,s,0,0
OpenGL,s,0,0
yesod-websockets,s,0,0
these,u,0,0
hlibgit2,s,0,0
stripe-core,s,0,0
RefSerialize,s,0,0
monad-par,s,0,0
process-extras,s,0,0
if,s,0,0
cereal-conduit,s,0,0
dependent-sum,s,0,0
reflection,s,0,0
lens-aeson,u,0,0
tasty-smallcheck,s,0,0
netlib-carray,s,0,0
include-file,s,0,0
auto,u,0,0
yesod-test,u,0,0
tasty-stats,s,0,0
wai-cors,s,0,0
setenv,s,0,0
writer-cps-transformers,s,0,0
hmatrix-special,s,0,0
base-prelude,s,0,0
indents,s,0,0
murmur-hash,s,0,0
lens-family,s,0,0
selda,s,0,0
compressed,u,0,0
json-feed,s,0,0
ekg-core,s,0,0
fingertree,s,0,0
bmp,s,0,0
temporary-rc,s,0,0
lrucache,f,2,0
wai,s,0,0
bimap-server,s,0,0
basement,s,0,0
connection-pool,s,0,0
HUnit-approx,s,0,0
ansi-wl-pprint,s,0,0
safeio,s,0,0
unicode,s,0,0
test-framework,s,0,0
hostname,s,0,0
sysinfo,s,0,0
witherable,s,0,0
bound,u,0,0
stm-delay,s,0,0
scalpel-core,s,0,0
optparse-generic,s,0,0
persistent-refs,s,0,0
wai-middleware-caching,s,0,0
hxt-css,s,0,0
ObjectName,s,0,0
boolean-like,s,0,0
List,s,0,0
hsass,s,0,0
interpolation,s,0,0
logict,s,0,0
bytestring-conversion,s,0,0
transformers-bifunctors,s,0,0
IPv6Addr,s,0,0
qm-interpolated-string,u,0,0
HTF,s,0,0
wai-transformers,s,0,0
trifecta,u,0,0
indentation-parsec,s,0,0
machines-directory,u,0,0
data-fix,s,0,0
tasty-th,s,0,0
case-insensitive,s,0,0
hw-json,s,0,0
hspec-wai-json,u,0,0
dyre,s,0,0
aern2-mp,u,0,0
hs-GeoIP,s,0,0
HPDF,s,0,0
pipes-category,u,0,0
here,u,0,0
text-short,s,0,0
milena,u,0,0
monoidal-containers,u,0,0
codo-notation,u,0,0
extensible-exceptions,s,0,0
rdtsc,s,0,0
mercury-api,s,0,0
frontmatter,s,0,0
serversession-frontend-wai,s,0,0
users,s,0,0
giphy-api,u,0,0
wl-pprint-terminfo,u,0,0
cheapskate-highlight,s,0,0
thread-local-storage,s,0,0
unix-time,u,0,0
http2,u,0,0
pipes-fastx,u,0,0
fileplow,s,0,0
aeson-casing,s,0,0
haskell-gi-overloading,s,0,0
cipher-des,s,0,0
streamproc,s,0,0
swagger,s,0,0
mysql,s,0,0
almost-fix,s,0,0
data-lens-light,s,0,0
pkcs10,s,0,0
carray,s,0,0
x509-validation,s,0,0
apportionment,s,0,0
servant-websockets,u,0,0
unliftio,s,0,0
epub-metadata,s,0,0
SHA,s,0,0
o-clock,s,0,0
hspec-expectations-pretty-diff,s,0,0
microstache,s,0,0
MonadRandom,s,0,0
GLUT,s,0,0
keycode,s,0,0
extra,s,0,0
hourglass,s,0,0
mersenne-random-pure64,s,0,0
sandman,s,0,0
generic-aeson,s,0,0
heredoc,s,0,0
checkers,u,0,0
gi-gio,s,0,0
setlocale,s,0,0
logging-facade,s,0,0
htoml,s,0,0
haskeline,s,0,0
edit-distance,s,0,0
openssl-streams,s,0,0
haskell-spacegoo,s,0,0
xml-conduit-parse,s,0,0
one-liner-instances,u,0,0
goggles,u,0,0
hunit-dejafu,u,0,0
declarative,u,0,0
hsdns,s,0,0
xml-to-json,s,0,0
unsafe,s,0,0
sundown,s,0,0
serf,s,0,0
polynomials-bernstein,s,0,0
cipher-camellia,s,0,0
read-env-var,u,0,0
attoparsec-base64,s,0,0
io-storage,s,0,0
with-location,s,0,0
split,s,0,0
system-argv0,s,0,0
perfect-hash-generator,s,0,0
stm,s,0,0
tuples-homogenous-h98,s,0,0
attoparsec-binary,s,0,0
xml-conduit,s,0,0
dependent-sum-template,s,0,0
folds,u,0,0
appar,s,0,0
histogram-fill,s,0,0
skein,s,0,0
uniq-deep,s,0,0
fail,s,0,0
pcre-heavy,u,0,0
yesod-core,s,0,0
timerep,s,0,0
hledger,u,0,0
htaglib,s,0,0
path,s,0,0
hexml-lens,u,0,0
multiarg,s,0,0
filemanip,s,0,0
servius,s,0,0
disk-free-space,s,0,0
aeson-picker,u,0,0
data-default-class,s,0,0
mbox-utility,s,0,0
universe-instances-trans,s,0,0
discount,s,0,0
slug,u,0,0
bitcoin-tx,u,0,0
pipes-bytestring,u,0,0
alerts,s,0,0
imprint,s,0,0
tasty-golden,s,0,0
gi-atk,s,0,0
xml-hamlet,s,0,0
netwire-input,u,0,0
hsyslog,u,0,0
lame,s,0,0
blaze-markup,s,0,0
comonad,u,0,0
parser-combinators,s,0,0
dhall,u,0,0
strict-base-types,u,0,0
multimap,s,0,0
hex,s,0,0
HDBC,s,0,0
one-liner,u,0,0
clumpiness,s,0,0
deriving-compat,s,0,0
monad-journal,s,0,0
wai-slack-middleware,s,0,0
sdl2-gfx,u,0,0
ses-html,s,0,0
universe-base,s,0,0
arrow-extras,s,0,0
ad,u,0,0
gi-cairo,s,0,0
web-routes-wai,s,0,0
storable-tuple,s,0,0
tagstream-conduit,s,0,0
throwable-exceptions,s,0,0
hapistrano,s,0,0
hw-mquery,s,0,0
open-browser,s,0,0
re2,s,0,0
base64-bytestring,s,0,0
pointed,u,0,0
hreader,s,0,0
every,s,0,0
amqp,s,0,0
monad-skeleton,s,0,0
Diff,s,0,0
aern2-real,u,0,0
aeson-pretty,s,0,0
persistent,u,0,0
xmlgen,s,0,0
ParsecTools,s,0,0
configurator,s,0,0
vector-sized,s,0,0
storable-complex,s,0,0
crypto-cipher-types,s,0,0
cheapskate-lucid,s,0,0
FenwickTree,s,0,0
hidapi,s,0,0
tasty-expected-failure,s,0,0
SegmentTree,s,0,0
pipes-group,u,0,0
ghost-buster,s,0,0
postgresql-libpq,s,0,0
youtube,s,0,0
soap,s,0,0
hmatrix-morpheus,s,0,0
haxl,s,0,0
bindings-uname,s,0,0
abstract-deque,s,0,0
servant-client,u,0,0
vector-mmap,s,0,0
timezone-series,s,0,0
monads-tf,s,0,0
freer-simple,s,0,0
unordered-containers,s,0,0
google-oauth2-jwt,s,0,0
conduit-connection,s,0,0
hspec,s,0,0
atomic-write,s,0,0
cipher-rc4,s,0,0
pipes-wai,s,0,0
managed,s,0,0
barrier,s,0,0
vector-builder,s,0,0
network-simple,s,0,0
text,s,0,0
frisby,s,0,0
wave,s,0,0
uncertain,u,0,0
probability,s,0,0
world-peace,u,0,0
extractable-singleton,s,0,0
haskell-src-exts-util,s,0,0
hspec-meta,s,0,0
pipes-fluid,u,0,0
yesod-auth-hashdb,u,0,0
composable-associations,u,0,0
pem,s,0,0
cryptonite-openssl,s,0,0
io-manager,s,0,0
vector-space,s,0,0
HSvm,s,0,0
hexstring,s,0,0
protocol-buffers,s,0,0
unfoldable,u,0,0
http-common,s,0,0
servant-cassava,u,0,0
cpuinfo,s,0,0
byteset,s,0,0
open-witness,u,0,0
adjunctions,u,0,0
fclabels,s,0,0
network-transport-tests,s,0,0
generic-arbitrary,s,0,0
tasty-kat,s,0,0
hs-bibutils,s,0,0
dependent-map,s,0,0
cased,s,0,0
tcp-streams-openssl,s,0,0
cryptohash-md5,s,0,0
basic-prelude,s,0,0
monad-logger-syslog,u,0,0
xml-lens,u,0,0
mmark,u,0,0
storable-record,s,0,0
unix-bytestring,s,0,0
typography-geometry,s,0,0
primes,s,0,0
partial-order,s,0,0
binary-list,s,0,0
flac,s,0,0
splice,s,0,0
cron,s,0,0
references,u,0,0
string-qq,s,0,0
snowflake,s,0,0
mysql-haskell-nem,s,0,0
io-choice,s,0,0
large-hashable,u,0,0
composition,s,0,0
invariant,u,0,0
lift-generics,s,0,0
prelude-safeenum,s,0,0
oeis,s,0,0
sum-type-boilerplate,s,0,0
hspec-golden-aeson,s,0,0
markdown-unlit,s,0,0
typelits-witnesses,s,0,0
FindBin,s,0,0
rawstring-qm,s,0,0
leancheck,s,0,0
reinterpret-cast,s,0,0
nondeterminism,s,0,0
prettyclass,s,0,0
massiv-io,s,0,0
mime-mail-ses,s,0,0
nicify-lib,s,0,0
moesocks,u,0,0
alex,s,0,0
retry,s,0,0
X11,s,0,0
rdf,s,0,0
easytest,s,0,0
word24,s,0,0
lapack-ffi,s,0,0
type-spec,s,0,0
hspec-attoparsec,s,0,0
crypto-pubkey-types,s,0,0
nano-erl,s,0,0
HaTeX,u,0,0
persistent-iproute,u,0,0
persistent-template,u,0,0
xml-conduit-writer,s,0,0
curl,s,0,0
prim-uniq,s,0,0
lazyio,s,0,0
netpbm,s,0,0
safe-exceptions,s,0,0
clr-host,s,0,0
clock,s,0,0
http-api-data,u,0,0
enclosed-exceptions,s,0,0
lens-datetime,u,0,0
executable-path,s,0,0
megaparsec,s,0,0
double-conversion,s,0,0
th-orphans,f,6,0
groom,s,0,0
renderable,s,0,0
